[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/SideQuests/Horndean/CryMeARiver/CryMeARiverQuest_TalkToCalita.uasset: Package has unversioned properties but mapping file is missing, can't serialize 
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/FakeGranite.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Camps/Mid_Robbers_Camps_LootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/YdrassaShrine.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/CarpenterDaughter_BanditNote.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Intermediary/AnimalFeed.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Polearms/PolearmsKnowledgeStatusEffect_5.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/Empty.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/VeylnorShrine.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardwoodPlank_Bark.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Camps/Mid_Swamp_Robbers_Camps_LootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/SideQuests/FishingTournament/MasteroftheSwamps/MasterofSwampsQuest_TalkToNPC.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Intermediary/Thatch.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/Ruined_Robbers_02_Note_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/CarpenterHouse.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/BasicRefines.uasset: Package has unversioned properties but mapping file is missing, can't serializeContent/Mist/Data/Items/Loot/Camps/Small_Swamp_Robbers_Camps_LootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
ToNPC.uasset: Package has unversioned pr
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/Armourer.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Polearms/PolearmsKnowledgeStatusEffect_3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Intermediary/Cob.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Excursion/ExcursionNpcFemaleNamesTable.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/AdvancedArmors.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/BloodyPrisoner/MainQuestBloodyPrisoner_TalkTo2Prisoner.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Intermediary/Charcoal.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Polearms/Polearms_KnowledgeBook_5.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/Well.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/CassandraNote_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardwoodBeam_Bark.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Excursion/ExcursionNpcMaleNamesTable.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/BloodyPrisoner/MainQuestBloodyPrisoner_RescuedButcher.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/TwineboundLantern.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Intermediary/Resin.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Excursion/ExcursionLastNamesTable.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/RaidMap/TheShadowOverHalmare/TheShadowOverHalmareQuest_TalkToJuras.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/HQ/BrigandHQ_LootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/BloodyPrisoner/MainQuestBloodyPrisoner.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/MadWarrior_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serializent/Mist/Data/Items/KnowledgeBooks/Polearms/PolearmsKnowledgeStatusEffect_1.uasset: Package has unversioned properties but mapping file is missing, can't serialize
oned properties but mapping file is missing, 
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/CoinMint.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Intermediary/Leather.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/RopeBuildable.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/CompetentPerformanceCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/RaidMap/TheShadowOverHalmare/TheShadowOverHalmareQuest_TalkToBalzar.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T1/T1_RobberShielder_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Polearms/Polearms_KnowledgeBook_3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Intermediary/IronIngot.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/SideQuests/FishingTournament/MasteroftheRivers/MasteroftheRiversQuest_BringFish.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/AdvancedClothing.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardwoodPlankThin.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/KillerJournalBook_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/NovicePerformanceCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Intermediary/WoodenPlank.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/DaruShrine.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T1/T1_RobberRanged_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Polearms/Polearms_KnowledgeBook_1.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/BloodyPrisoner/MainQuestBloodyPrisoner_FirstTalkToButcher.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/GateFrame.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/Campsite.uasset: Package has unversioned properties but mapping file is missing, can't serializePackage has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/ProficientPerformanceCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
ist/Data/Items/KnowledgeBooks/Polearms/Polearms_KnowledgeBook_1.uasset: Package has unversioned p
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T1/T1_RobberMelee_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Polearms/PolearmsKnowledgeStatusEffect_2.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/Vase.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/NoticeRaisedTaxes_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/RaidMap/TheShadowOverHalmare/TheShadowOverHalmareQuest_TalkToLysara.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardwoodPlankHorizontal.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Polearms/PolearmsKnowledgeStatusEffect_4.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T1/T1_RobberHeavy_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/BeginnerPerformanceCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/SideQuests/FishingTournament/MasteroftheRivers/MasteroftheRiversQuest_TalkToNPC.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/AdvancedPitSaw.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Intermediary/TinIngot.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/hardwoodshortlog.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/RaidMap/TheShadowOverHalmare/TheShadowOverHalmareQuest_BringTheBottle.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Polearms/Polearms_KnowledgeBook_2.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/Inn.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Intermediary/CopperIngot.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/WidowsDiary_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T0/T0_RobberShielder_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serializecan't serialize
ut mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Polearms/Polearms_KnowledgeBook_2.uasset
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/Glassworks.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/Skills/FarmingCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/SmeltingFurnace.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/OrganizedTimberStack.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/Skills/CraftingCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/Thresher.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/SideQuests/FishingTournament/BigFish/BigFishQuest.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T0/T0_RobberRanged_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Intermediary/Strap.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/ShepherdsNote_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Research/Research_KnowledgeBook_4.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardwoodLogHorizontalFlat.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/BarnT2.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/DamagedGrave.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/VeinsOfDeceitLetter_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Research/ResearchKnowledgeStatusEffect_4.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T0/T0_RobberHeavy_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/Skills/CookingCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/GraniteBlock.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/MilitiaHouse.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/HerbHanger.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Research/ResearchKnowledgeStatusEffect_2.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T0/T0_RobberMelee_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/LordoftheLowlandsLetterCodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/Skills/ResearchingCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardwoodPlankSmallAngled.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/Tavern.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/ScamLetter_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Research/Research_KnowledgeBook_3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/SingleLantern.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/Skills/HuntingCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T0/Quest/CultLeader_LootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/ABanquetOfGoldShipment_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/AnimalHide.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/BasicWeapons.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/Skills/HarvestingCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Research/Research_KnowledgeBook_1.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/SideQuests/Blackridgepool/BlackridgepoolMillerTalk.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T2/T2_RobberMelee_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/SunflowerPatch.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/Kiln.uasset: Package has unversioned properties but mapping file is missing, can't serializentry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
t/Data/Items/KnowledgeBooks/Research/Research_KnowledgeBook_1.uasset: Package has unversi
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Research/Research_KnowledgeBook_5.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/DeadGuardsNote_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Gear/Tools/SturdyPickaxe.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/TannersHouse.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/Skills/LabourerCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/CuredRopeKnot.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Research/ResearchKnowledgeStatusEffect_1.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/AdvancedRefines.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/OpenBarrel.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/CultBook_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/combat/AttackSpeedBonusForAgilityCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Research/Research_KnowledgeBook_2.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/Apiary.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/SailNet.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T2/T2_RobberShielder_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Gear/Tools/SimpleAxe.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/ClosedBarrel.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/LettertoAshbourneCodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Research/ResearchKnowledgeStatusEffect_5.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/GatePartA1.uasset: Package has unversioned properties but mapping file is missing, can't serializeright/Content/Mist/Data/Items/Loot/Bandits/T2/T2_RobberHeavy_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
ackage has unversioned properties 
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/LeatherClothing.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Gear/Tools/Hoe.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/combat/AttackSpeedBonusForRangedWeaponMasteryCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Research/ResearchKnowledgeStatusEffect_3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardWoodAngledSmallSticks.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/MysteriousBottle_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Bandits/T2/T2_RobberRanged_NpcLootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/StonemasonsHut.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/MorvathisShrine.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Curves/combat/AttackSpeedMalusForShieldMasteryCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Farming/Farming_KnowledgeBook_3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Poi/Wolves_CavePOI_LootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/LetterToFintonMallet_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/BasicClothing.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/Test4.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Farming/Farming_KnowledgeBook_5.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Poi/SmallPOI_LootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardWoodPlankVerticalLongThin.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/SirMedivalPart2Note_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/LeatherWorking.uasset: Package has unversioned properties but mapping file is missing, can't serializeGear/Tools/Torch.uasset: Package has unversioned properties but mapping file is missing, can't serialize
edgeBooks/Farming/Farming_KnowledgeBook_5.uasset: Package has unver
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Farming/Farming_KnowledgeBook_1.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Decorations/ReinforcedLog.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/FakeTineRope.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/Notes/Trustworthy/Trustworthy_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Gear/Tools/Shovel.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/Loot/Poi/Gold_HighlandsTower_LootTemplate.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Categories/TownBuilding/Toolmaker.uasset: Package has unversioned properties but mapping file is missing, can't serialize
