[url][key][hash],source,Translation
F65EB33341811B263B1090B66BD51802,Do you understand all the lighthouse's systems?,
F663F488449CFE73D94AA781BE545A12,"Oh, everything is great mostly, Lord Ashbourne really takes care of us.",
F667A8CC46648ACBD1BA258588ABD646,Is there anything I could help you with?,
F66EB634405542394E449894891A8BCD,"So there you are, you sneaky bastard… Just under our noses…",
F671263E45EAF8021BAE9AA8D8B8D8A4,Talk to {Npc} and share what you found out.,
F6739D0F4F13B0456C3672A938805157,Pelligrini,
F67407974B5291A96402E8AF5B731BA9,What’s the matter now?,
F67452FB4921C8DD15AA20B87C8A9304,Erast,
F674AB504314393D001E4CB138E1A22B,"This is wonderful, thank you. With these, we can start charting our own course. Hopefully, without attracting too much attention from Ashbourne or his cronies.",
F679848642204285E530A890102E2192,Bring trophies to {QuestGiver},
F67BD37C4D706F0AFA1D9D9A8B6D2D8B,Sturdy Bench,
F6822748431C09B4F741FEA6FE9FA662,Anything else?,
F682491747228DC8212D809669492C6C,"That’s between him and I. But I investigated, as you asked. So I want my payment.",
F682E87F44D2A3FF46F338A9041C42F6,Village Gathering Spot,
F68468F84DD9D7DF995413902E40BBB5,"Now, please talk to Lyra Zauhar. She’ll reward you greatly for this deed.",
F688E83C449D8E0D9FD5678D4BB9B8C0,Overflowing Fields,
F68A43344A4763C9CE618BAD4A789681,Goddess of the sea. Hopefully she doesn’t mind that I can’t swim.,
F68A921944711A1EE7C9779D35B3A337,Investigate,
F69311AB4D52003CB9A7E4BA7855B003,Claim,
F69732C3490404FDBC4C94A55C92C927,The food went to the poor. They need it more.,
F697ED7948C172DF1ED441ABAEEBDCB4,I will speak with him and hope he will forgive me. It’s… it’s just really hard to believe it.,
F69AB1D04ADD9DA2AC0FF2A7B33780AF,I have nothing to speak with you.,
F69B3EA742A1BA14A1AA6D8A5894E190,Drag and drop a soldier here to transfer to this squad.,
F6A4E52C466483442349D49A23746A0C,Sanses,
F6AC19ED4814B964A11E0DB2168F6831,Every word you speak digs you deeper.,
F6ACBC314673346220CAA5B0D518136D,Have you tried talking to Tomas about how you feel?,
F6B0C0014F8813D469C292900ECB41FE,Tell my wife what we agreed to say. I will take the body and speak to the Elder.,
F6B34BA44BAA19A3434D91937AAB6B4A,Maybe that will convince you…,
F6B3C8744E2F61C4C3C61681C8303A48,He’s refusing to sell his trades and yet he’s keeping one of the places in our market busy. Can you speak with him and see if you can resolve the issue?,
F6BE0E7B4A8F6231CA54C5B947A1788C,"Not a full battalion, but enough to make trouble. Two dozen at least, maybe more if they’ve rotated in fresh troops. Don’t underestimate them, you saw how they cut down through people at the Town Gathering.",
F6C81033427DBBD23ECDB2B7965C8BE2,Another time…,
F6D14EF0442962F1BC0452A3E6A1161A,"These bandits must have been capturing anyone that came near them, just like they did to Zaira.",
F6D1E0F54859F08CA11820968DB2A278,What are you planning?,
F6D384634869FD4E97743889B724AA82,"I would do it myself but, alas, the letters won't write themselves.",
F6D47C254A1B262D5910B8AF5F266586,Hans Atwood.,
F6D7539146789F487FAC4FB8271C2C85,Wine Crate (Quest Item),
F6DA110C40D0AC7BD67D66A591737109,"For now, it’s stable, there is enough prey in the forest to feed the village, but we can’t safely depend on one source of food.",
F6DBB5264332BED99002288DA3C43EDF,All villagers have fallen in battle,
F6DD10C14B0FE25BF6AAE4973CAB2151,"With the knowledge of the three, you’ve shown your might, the prize is yours, treat it right.",
F6DD6F9A4A15FF5774F4C2910F09D92D,"Now then, unless you’ve come to strike a deal, I’ve got ledgers to balance and wine to finish.",
F6DFDE574812D17F4744F9B0A0D8D96F,"Not yet, still need more time.",
F6E21D3442886956CEC4719C745DC1C3,Get rid of the bandit’s camp near Padstow.,
F6E2A50C4F462CCE601D38B54BFDF1C5,"Good job, here's your reward.",
F6E97D234A3C4DB5C1C142BD764959FE,A palisade tower designed with elevated platforms to provide archers with superior visibility and optimal firing angles against approaching threats.,
F6EAF4CE46BFDAA96410ABBF9AEA1182,Red and shiny. Can be bought or found.,
F6EB73214DF9CC4403E24B8583E0EE99,"The salt eye? I have no clue where that could be. I should bring this back to Garrick, maybe he’ll have some answers.",
F6EBA25E4FB0AD537D8E7388BE64F63C,Check the body,
F6F7B2374C9F35492DEC4D962F2ADCC8,Thank you.,
F6F7B2DF45CCDC7B49089DA0AD125406,Darek will not take this lightly.,
F6FAFCC8491AD903594CA38191F48D5B,"Yes, we decided to work together, and he helped me make those traps for villagers.",
F6FB81E14669BF4F5355DDAE30E07F77,"Hello there. Like one wise man said: “Knowledge is like a weapon that can be used to defend oneself. The more you have, the more capable you become of defending yourself against anything that may come your way”. By the way, I've some books that may interest you!",
F6FF3FC747F7F6675B1CF38C2CD4CAC0,"I couldn’t understand its markings and my alchemy knowledge… Well, as to not injure my pride even more, let's just say it’s limited.",
F701FBF1408839E15B414F896E10D22D,Ring the bell to start the rebellion in Horndean.,
F703590641030672F2B0ED9475548859,You should report it to the Elder.,
F70B1F684F634C219D4A53AAF4CC5687,"Please, friend, will you reconsider helping me?",
F7170FBE457185263C0C2A9A0143A33C,You’re about to find out.,
F71912C04A79C2EDE920DD882881C2D0,Resin,
F71A21494C644F15267629A0D41DA0AA,Talk to {Npc} again,
F71C8B1A4E23B473BB3C69AAA1396901,Return to {Npc} and tell him shrine that you've discovered near Padstow.,
F71DA08A45C19F58AE7AFBBF622047F0,"After setting up camp with Lubomir, I returned to Amelie to know how I can better settle in the Lowlands. She mentioned that the Elder has been dealing with an affront from some Bandits. I’ll go speak with the Elder and understand the situation better.",
F721C2EE407B626F957FD59254F37E4D,ONLY!,
F725775D46302AFB22DECEBCB0943DA3,It’s been years. I believe it started because of some old debt that his father didn’t pay to my father.,
F726743944AF4D8F2CA4EB85ECD2C190,Production,
F726D7FB410028E0333022AF7704B9DF,Mainly used for crafting clothing and armor. Refined by a Weaver.,
F7295938442BF48CC5594EB7AEC95700,I’m going to find her and arrest her myself.,
F72AE3274E1897E790390B94441D128F,Molten Blackfin,
F72BBC414A6EDB3F79E7E8A6A0F29040,Anything else? I’m in a hurry. I don’t want to travel at night.,
F72C948841FF795DBB8D979D7F9B837B,Elite Brigand Torso 3,
F72E6F38405AA58A49F1F2AB2BC8B6C9,This character has but a flesh wound.,
F73104E24AE33037F59A49999A4F2BFB,I'm curious about the origins of Padstow. Can you tell me more?,
F73200084DFC85A73E4835A1992535D3,Homeless,
F73371AD4C3B51F902CF959CD41091AF,"Tomas, I'm so sorry. I found Lyanna in the bandit camp. But she didn't make it.",
F735A7DA4C2C2CC0FFDD7EB3EBF3CE48,If I can… What do you need?,
F73E487C4C233C9290A0D19D1B54C641,"Isa Cisne was kidnapped by Falsgar. I need to intercept the convoy before it reaches the port, or she will be gone for good.",
F741192B40D9507A804535AF7C49446E,I’m investigating the drinking problems that have been happening.,
F744364A45C02BEA185BB7B91A67A39F,Cleared encampments: ,
F7452B244DF038EC57368C888F2B6388,"Oh, are you now?",
F747DC684311D5659D82CFB5CEF76D1D,"I see. I better find out about that bait, then.",
F748FC63449FD5C859638DB7F33B40BC,Run,
F7493C124D0533973C7290B26B2CAF0B,Trade,
F749C0C84968FC17EE1E52AF537E37DE,I should come back with Cassandra. She needs to see this.,
F74C4D7A4421B5AD57A835A260705C4E,"A familiar farmyard find, its simple form repurposed for survival.While field skinning can yield a modest return, processing it at a Butchery unlocks far greater rewards.",
F74C9942403A8E520D4D769710B7B0C8,"Look, this isn’t something to joke about. A few weeks before you arrived in the Lowlands, there was a farmer who lived near me. He was murdered in the middle of the night.",
F74EAB0C49E11FA84EECEDAD57E8D03A,Thanks.,
F74FBE05408DFD7BBC713CABA0A72F46,What can I offer you today?,
F750813C458D2E3939D8EBA48C992586,"Not for a moment. He’s a dirty deserter, and to add insult to injury, he stole some important documents and coins.",
F7526BCB4C5701962B162283110E5C34,"Offered Valryn and his crew a drink from a strange, dual-horned cup. At first, laughter. Then, chaos. The wine dug deep and pulled out their fears. Valryn turned on his own, convinced they’d betray him.",
F752C2DD4B9772A428247696F382BAF5,That's all.,
F75500A34B95CD316F5A6E9593AFBD52,Not really my concern.,
F75686B747DBAD6352F692BCEADA255E,Well? What happened with the killer?,
F7584F8B4BD6E8C26FAC10B98B4D62EE,What do you need me to do?,
F75A7F82447ECBD07E69448BC3C0DD7B,Kill bandits.,
F75B50674EFB6BC0CFF72DA6D151879A,Now let us set aside the formalities.,
F75C207A4D9521966B9DE190823B2EB3,Charles,
F75E13E54D3DA4D8466AFE958B13B8AF,Raw,
F761489F4DF58DBD803B6497E27D5053,Tools,
F7620F2C42121B1A919FD59580A003B3,That’s everything I wanted to ask.,
F763D9964F502565304A47814D9205AD,"Indeed, my young pal, that’s everything. Thank you so much for your help.",
F76563D04EA94339BE2E5288B6D5A59B,Halmayans & Cassians Temporary Union,
F769927944D975AFBEADB5B2369E84F3,Sounds serious. What's the issue with your mother?,
F76C86AE4E96C8686E970B94DE1101B6,Are you from the Lowlands?,
F76F0D0A43840106EC3F8EB2AECB837C,"There you are. The Liberator of Halmare, bane of tyrants. I hope you celebrated your victory with your men because surely we did.",
F76F46F8402EB54D3C4006833531368E,Plate Reinforced Greaves,
F7725D1C4E44077FECF7AAAAA8BA03A8,Manage Loom Workers,
F7739B1F4ECD3F406F2A19A4E06EED8B,"Not here for long, are you?",
F774D8AE4EFC016B31C865B925F98A0C,"Requires Skill level 7. Can be used to expand your own abilities, or those of your settlers in the inspect screen.",
F7798CE846FEAB23E13DB5B915B0645E,Anything else?,
F77A164A4E9E7D25C6AA068E9B53E461,"Sure, what is it?",
F77CB34943692E84D36314BB5396D1B5,Chamois,
F780F674415EC9D8EF51469A186121FF,Finally we will have some peace!,
F78233C149320C4AA85F9AA61C980296,I brought the woman the tusks she asked for. I hope this helps with the problem.,
F78494DA4284880BEA2F56AEE29CEF1F,Selected: None,
F785698445CC3FC02AE167B1D840416D,So we’re looking for someone who has the ability to… control boars?,
F78A183246E46EA7F3573188F0FCCCE7,You’re not alone in this. Let me help you find a way to reach him.,
F78B00ED4D9370016A38B2849309B564,Hope to see you again soon!,
F78F4822418945676297C99D84414BA1,Flax Seeds,
F78F65F04C050672643FD3972670167B,"A fresh cut of fish meat, perfect for cooking or smoking. Can be obtained by butchering a fish at a designated workstation.",
F790560846335E1EA8FC2B8D55EDCB4B,Examine,
F79C679143F291197021A2B57D1D3994,"Sorwynn is the god of revelry, drink, and truth. Whether you like it or not. He blesses enjoyment and festivity, but his gifts come with a twist. A sip of his favor can bring joy or lay bare the deepest secrets you’d rather keep hidden.",
F79CE4FF40022B966DB7A2B757BEA5CE,Reach Kug's Chamber,
F79D0CAB449065644A41C8AD8D27E66D,Kite Shield,
F79F97F548BF32D80D0D32AF8B4A063A,That's all.,
F7A3197840A76089C8D532B3D2514696,Perhaps the village Elder will be able to provide one.,
F7A7EEC349AFA487A4C46F8279E21C80,Not my concern.,
F7AAFA38460E57C785320C8B487428D0,"Welcome, adventurer! I'm neighborhood hermit, and this is my little corner of the forest. Just be warned, I'm not much of a cook, so if you're expecting a gourmet meal, you might want to bring your own provisions. But hey, at least you won't have to worry about any awkward small talk at the dinner table.",
F7AE47D7482489A5AA7F2680F0C72ACA,Is it worth risking my people to save someone who I don’t know?,
F7B0FB26478F183126F568ADA68346BF,Your presence is always reassuring.,
F7B413414EC8BCC53F4E2DB9734F880A,I met with Lyra after pledging my loyalty. She told me the Halmayans uncovered a betrayer in their ranks who has been feeding the Kug secrets. The traitor must be dealt with before we strike the Kug.,
F7B46A8C40529D3ABCFB9E96BB5C2E44,Fishburn,
F7B7E78C4599AD6995FA75BE65A58BC8,Has this happened before?,
F7B9C96F487595500FAAA78D69D73AA2,"Finally face to face with the man who has been behind all this trouble. Baltasar Blanco is arrogant, defiant. He mocked Darek, but he’s desperate, offered me deals, excuses.",
F7BA032C4D12234C99C2BFA13A539078,Not yet.,
F7BDFAA54653AD413DD37380552EABDB,Are offerings made to Seavunda?,
F7C1346A4007367CEF5D709346E37358,Single Lantern,
F7C3F809493C2D67D60ADC81582A7DBA,Buy orders,
F7C432604C88913076273D88E09EF8CE,Drying Rack,
F7C752A64EF9FD26154DA2947B2E7959,I can certainly try. Where should I start?,
F7C792DD4F620C351531A6A25F9811B7,"Once inside, the real trouble begins. Imran keeps the keys close and the patrols tighter. But I’ve slipped through worse.",
F7CC26E04D57CE3CA3667AA68D7348C3,First trade of the day increases prosperity.,
F7CE3E3D476923564A6F15A5F8BD23D6,Claim,
F7CE53E24A6E56741852109E0FD679AC,Bait stacks,
F7CF35BA42D38CA603B188B14F39A6E4,"They come to me when I dream. When I perform worship, I see them, they speak and I listen and they tell me - to preserve old ways, pass knowledge.",
F7D0432947D04A92F43AFEB397A076F3,Liza,
F7D1684A4BEBA3431B132DB5A3792EE4,My Waypoint,
F7D1ED614F90A0D8F566C9B61F9421BB,Can be crafted at Armourer.,
F7D495A043D79F9CA7E417BA7A9306C0,Kill the attackers,
F7D5F35D4CBBB287A536A7907A6D8FBF,"I don’t have time, sorry.",
F7DD79184B3AE1835F74DDA9BBD5CEFE,This is intriguing.,
F7DDE9C0470175D78A5DDD847763F385,Truth in the Blood,
F7DEDB9C4B5F2D3363D3A7A0CD75FC85,"I’m not ready yet, need more time.",
F7E074C247070C09AA351D9E68861FFF,Steel Ingot,
F7E2FD324F43F8876068F3857252AA53,Redhold,
F7E9CE1C4B4021FF99A469BDBF7B9A61,You must be lost. Leave before the kennel master sets his dogs on you.,
F7ECE9AF41F32B71C7888EAC9E04166B,"In Bradford, my wife, Elara, and I found love and solace in my workshop. I have known her since I was a little boy and she is my best friend. I have nothing to tell about myself, about my story, because it’s here with her. She’s my whole world and inspiration for my craft.",
F7EFB40C43915BD0737426B575565F3E,What is your problem with the Warriors Guild?,
F7F6155B494076E99935E9A6D946B2EF,I’ll be back in a moment.,
F7F74FFD4969D35F1D03299263AFDCB4,Are you sure he’s at the port?,
F7F8459745D8928EC2753CB68CEA4BA0,That’s all for now. We’ll speak later.,
F7F8EB784D28B2CBCA7EA88A0E8E7B55,Caravello,
F7FC736346C64AC1A9A0409127D75E3E,"New people means more injuries and new illnesses, we need to be prepared. Are you up to the task?",
F803C0F64F208FD46716C2BCEE922604,"Due to recent bandits attacks and the poisoning of the well, we can’t focus on crafting. So I need you to get a Yew Shortbow and a Cloth Quiver, which we need as gifts for their Elder.",
F8055D384111352F77CEEF8DC7DB30F1,I will lead this rebellion.,
F80C50604B74ADAD375B3B84154C2B16,"No, I only found her body. I’m sorry.",
F80E45FB41EECBA0567902B1A8D13146,A little coin could convince me…,
F80EFD9548ACFC9E2D83A6A48EB9A1C5,Thanks for sharing. Take care.,
F80FCEA941BC96A11C95DAA5F00C088F,"The castle built on monster's bones, Now hums with unearthly moans.",
F813D8B040C66A485920A1BAA614B11C,From material,
F81511034FB47BC4529E5E98ADB921ED,Bolt Quiver,
F81B423F4378E3FC1E4976A4AE655485,Plate Gauntlets,
F81C564D4D275107E0CEA7AE5FB583A0,I should be the one saying that.,
F81FCE3448373765C9D5318237615CCB,Anything else?,
F825362B450A922172C178839951D1EC,"But the pig’s not quite ready, and I’m swamped with work. Could you lend a hand?",
F82569C74897274442EFD481D1870C25,Paper can cut deeper than a blade.,
F826BDA54478617F1260638659D6A245,Pillory,
F82BFB7E427D94A1A9E04E94539538BB,"A little too rough for my liking and I got used to a more comfortable living standard, but it is in bad taste to criticize your host.",
F82F1E084A39833B9ADB10AE1D0076B4,"Hold on, I have something to say.",
F82FBB8042F80CE6972300B04A6AC7FB,Current/Potential,
F82FF2FE4B2F8D35723F3AB6560E319C,It can’t be that hard to train a pig.,
F833097B447B4D478A0AC7B70FAC6B1D,Fine. I’ll go ahead. You stay here.,
F8332D734C33DA1A1D299AB641949DFD,Walcott,
F837F34A45215EE5232DB88B89F87527,Welcome to Halmare Isles,
F838AC774363E12541C381A2A8544C15,Burnt Fish,
F838CA6A4050C5264A4C32B8A6944EE0,I have no other questions.,
F83C05CC4E42E106325E7598EC320752,"Thank you, that's very kind.",
F842ED9543C0A8827DA017961D377D75,Examine the body and return to the Elder with what you've found.,
F84578AF467A16042B0F4E9FD7C9081A,A simple wooden gate.,
F845C6B2483CA66B9232ED95038347FD,"Managing your settlers is essential for maintaining a functional and self-sustaining settlement. You cannot directly assign a villager to a specific workstation; instead, you manage their workflow by setting priorities for different job categories.<cf><cf>Priority levels range from 1 to 9, where 1 is the highest priority. A settler will always look for work starting at their highest-priority category. They will only move down to lower-ranked tasks if no work is available for their top priorities. For example, if a settler has Farming set to a higher priority than other jobs, they will always prioritize farming as long as there is a corresponding structure with pending work, and the required tools or resources are available.<cf><cf>Every task a settler performs is tied to a specific structure. When a settler looks for work within a prioritized category, they check all corresponding structures in that category and will choose the one with the highest structure priority first. If multiple structures have the same priority level, the settler will pick the one closest to their current location. To ensure maximum efficiency, you can balance these priorities with a settler's skill levels, as those with higher skills in a specific field will produce faster and more effectively.",
F849953B4548C9BBFF0907AFB9FDAA17,Bandit Flag,
F84B9E664185CFDDA2B660845750BBA9,Cyprian,
F84BFBD442C5786C42956F924F9F238F,"Hello there. Like one wise man said: “Knowledge is like a weapon that can be used to defend oneself. The more you have, the more capable you become of defending yourself against anything that may come your way”. By the way, I've some books that may interest you!",
F84C26C9459CD3A31875A0B24A3F00E3,"Alright, I’ll help. What do you need?",
F84DE2BA4A6771377AE2839CBE98F0AA,"After speaking with Marcel he mentioned a tense energy surrounding Blackridgepool, after the events in Bradford it's understanable. But I must continue my investigation.",
F84E7F9B47EAF7184916E985C3BB7080,Examine,
F84ECF55422FE1C3B54443B225BC37D1,"A couple of my friends want to go on a trip outside the Lowlands, you know what I mean right? And I want to keep them safe so let’s say you bring me some reinforced gambesons and sturdy helmets and I will give you some gold for the trouble.",
F851956A486306509C70F9B2C2A24122,Shall we go then?,
F853B0254A46FC18E382A6A85BD7F33F,Break free: Crasmere,
F85649E64645E0B34FC2B5A3B98E0290,"Didn’t row the barrels myself, genius. Traders. Smugglers. Some of them work for Darek, by the way. Or Cassians. Everyone takes a cut.",
F85824D648AF292DBCDEFDA0C211B40C,"No, I’m just working for them.",
F85A368243570B23621924A5AE867A26,"Hans is a hothead with a deep hatred for the Brigands, I hope we will not get the village into trouble with these arrows he asked for.",
F85A7E5C470FCAA014849B80C41E7C9E,That makes sense. Do you have anyone in mind for the job?,
F85AD83C44526877C8BA2CAE307B3C25,Locomotion,
F85BE1F743D59DF44BA915A88E056645,Helga,
F85E2770434D675D03F241B0002FF2DF,Carpenter Apron,
F85F43A343F99F545BBA2588F5B17A33,"Better luck next time, I suppose.",
F8601214483C9D8108BE4289CF38E3A1,Have you checked your inventory since receiving the letter?,
F8605AA94747A29507B709B0D989BDE0,Can be crafted at Weaver Loom,
F865CB9B4BA2208FA15D8DAD43ACE280,Gavin’s deep-sea fish are rare and luxurious.,
F866292A4C32A14F7033F8BA734B85AC,Trebuchet,
F8686D2E412DFD11EFC778A1150F3EE4,I have some questions to know where I’m getting myself into.,
F86A93714E1DA7E89C274EB9184C5EEC,"How are you, stranger? I don’t believe I’ve had the pleasure. Name’s Hans Atwood, a dedicated hunter, currently running for the position of Elder of this great village.",
F86F40C04797A114137A379C717C4251,What brings you to my humble abode?,
F874EDDD47E26C1589D45C989068812E,It looks like someone or something pushed them over the edge.,
F87A31C8464D26932A4F03A5084A4790,"Maybe you’re right, maybe I overreacted a bit.",
F87AABE94A0B55500F8F45BF88461C7F,Stress factors:,
F887BB4745FCD628BCA2A79F18853105,"He was never the same. Listen to me, I want to help him, for old times’ sake. I'll reward you if you manage to bring him back to me.",
F8883D2D4365CDC3EC746FB60840E31C,The heat is unbearable.,
F889C0CD42FFA5FD06C879B5B5873D53,What’s your idea since mine is so bad?,
F88BD4694203CAC259CCA68BB360EBA8,I’ve seen what the Queen does to traitors. I won’t add to that pile.,
F88D2D67409873105265438F48A2AB3A,"Because those trousers are proof of what I did. I betrayed my wife, and if anyone sees them, word will spread.",
F88D7A184898AFAA25E13DB6B8373CDE,"Yes, I will try to find them.",
F890AE0548F013626EEB1FB20312FBFC,Kill guards,
F891D9E640FB8BC0D36DA9AA78A12DC1,"No thank you, I’ll see my other options.",
F8926C25473AE1BCEA46FFBE314DF8B6,"If anyone can handle this, it’s you. I wouldn’t have come here if I doubted you.",
F895F6F14043191BED5F2CBF18CC59D7,"Trust me, I’m better with the forge than with excuses. The tools will be ready by tomorrow, no more delays.",
F89C2D124C9AD6BA7A4438AE393FABDF,Examine,
F8A0B1464BB07DFD190AF2A34095B4D8,Trip Safety,
F8A34050484C5403934C4BA7E9862D5D,"Ask, then. Better to face doubt with truth than let it fester in silence.",
F8A74C004BCB2B4EB90367908771F49B,Who is going to handle the issue between Halmayans and Cassians?,
F8A76D3C4F990B51CB6E3D89B5F500FB,"They are simply here to execute Lord Ashbourne’s will, and they have no trouble using any means necessary to do just that.",
F8AAEA67431AF71324FF45A3FB88B635,Talk to {Npc},
F8AB18C1406E8D8888DF6D9736E131C6,It's nice to see familiar faces,
F8AE5CEE49F962E5D9A1188A08F5DB66,Nevermind.,
F8B0880744819C7DB4F004BFEE30ECF2,Open,
F8B0A3294F3D85A5BA7223BE2F49E96C,What are you talking about?,
F8B152C2462611BD40AA05AC97349405,Support construction,
F8B2D1054F51EACB8EF02DB222887C8D,I’ll find what you’re looking for.,
F8B34AB34244A6893A4CC49AA0A65EAB,Pick-up Letter,
F8BAB20747C2D9D4491F7DB6112390B4,You think it’s an alchemical drink?,
F8BABB924C095166C2A189A1D69C961C,"Yes, you’re Nam Kaew, I take it?",
F8BF6D00458F4CB096B707AE919B97AE,The prisoner deep gratitude for the assistance I provided. They could potentially become valuable assets to our mission.,
F8C4BD5740FF868466BA9B87C182FC76,"That’s a very complicated question. I want to answer it, but I don’t think I can at this moment.",
F8CF51A54E26225B8FB112821CA3AC8F,Palamon,
F8D0A9EC495ACDD0D1C8D8BD9054A7D9,Maren,
F8D1C10F447D9FD04CAB7E91C4478382,I’ll come back another time.,
F8D296FD4F70F2F326D866A8646D8D53,Ah! My wonderful assistant! Zlytos’ winds have brought you back to me! Is there anything I could do for you?,
F8D5B0AA4DF421149F1D7CB6C92D8B3D,"You see, the Cassians organize these races. It’s all the talk around the island. The Cassians cheer over pigs in little hats while our people starve. So we’re trying to sabotage their plans.",
F8D6FBBE4038F352AA1C3DB6C8E8A774,I will ensure that both Haerndean and my settlement remain vigilant. They won't take us by surprise.,
F8D70FEE437CBF0B1198A2AE126B4BD3,Now step aside before I lose my patience.,
F8DAB9A04F3C1941C630F2B37CCFB957,"And one day the lake ran barren, no fish, no nothing. Then this arsehole started to send his men to raid my village to take what we had left, they took my wife and my daughter and left me to die.",
F8DE7D7249CF400AE029D0930A6A413B,"So I took them to my workshop, so we wouldn’t annoy the missus. And what happened in the morning? They robbed me, those bastards.",
F8DFD65E476DE5B548A7BAB52EF6DB5C,I’ll take care of it.,
F8E193B743621A1A559A8182DCDF6AF0,"Oh, yes, that’s the stuff!",
F8E1FEEF4EC7C0BD11E0059455595B01,"You did what!? That was not yours to sell! Get out of my sight, and don’t come back!",
F8E3E2EB40B1086B70D82F859345F1DB,"Remember that fishing lunatic, Paul something? Someone said he was looking for you, but he was being very strange about it. Like he didn’t want anyone to know that he was looking for you.",
F8E40A2246ADF92D7BD0BB83525C4A31,Morale,
F8ED3B174CD8B2B0333357BA61B6B1F1,Why is it called Blue Sky?,
F8F0E31E48C9FF72EAE1988F3FB858E3,"Well, I must say, your work speaks louder than your words. These are top-notch tools. It seems you have quite the knack for this.",
F8F20AFD446A76B1E23DF3BB50B804D7,Petrides,
F8F2C6AB418A2EB406145CAC390699A6,I have more questions.,
F8F9F38145D5B67F4577229D5E87C97F,"The shrine was quiet, marked by wind and salt. Offerings of bottles and coins lay scattered, many cracked and empty.",
F9018C634EA5D35FE0DAF59FB497009E,I hope they can come to some resolution soon. These disputes never end well for anyone. Can I ask you more questions?,
F903363442D911154D17D699D1B1F36D,"Deal is a deal. Take this, that’s a good reward for winning that fight.",
F90375E14007533C8B53F094681F7668,Ready to help me?,
F905A87548C6F54970E270BA80C35439,Rhodes,
F9084363484E0F9310B9508450B68E2E,Elite Brigand Gloves,
F90D2828452E040AC56DF0A316985D71,Expert Book - Archery,
F911069547AB7E4C4B8D5295DE61E36A,Craft Planks,
F91261AD49115E175D119B8BF2B2E9CC,Orchard,
F91310294250512A9B6EB59ED4C44AD9,"As predicted, the bard working with his new muse went terribly, and desperate, he begged for my help to finish the song. We crafted verses together, and Roderick transformed my suggestions into full stanzas with his flair for drama. The finished song could make him famous... or get him run out of town.",
F91488224CC67C05BAE8408D3CD639B5,"And you deserved a reward, and now leave me I have to come up with punishment for Cecilio, have a nice day, monkey.",
F914F14C4A6FF871C0D02EB35E216EEA,I want to ask about something else.,
F91795A049726EBDD48D5EAE3C732F13,Time has come: Horndean,
F918493D4BD682A3917F99925249F525,No. Because unchecked gambling brings the Duke's hammer down on everyone.,
F91A821A4E4BAB98D825468E7B5BA77F,Check the Chicken Coop,
F92269E34B48115D34F59D99628BB68A,Travel to Halmare Isles,
F922C53D48C278A7E6345088E5C34EC4,I knew you’d come around. You have a knack for this. It's a pleasure doing business.,
F92490A84DF1D0A736F61D999AA8F38E,Craft yourself,
F92615034EF19D5A665E74B4E98E19F3,"So how would you like me to work with you, as payment for what you’ve done for me?",
F927FA664002C881BCDBEE8FB3DB74F7,Doesn’t your Lord do anything about those bandits?,
F928C96A435A09F7D42485971B05164E,"He’s not a bad fellah, just kept to himself. However, I know that our Amelie was on good terms with him.",
F929385A4951BF439182F6BF87E301CB,Windmill,
F92D58624732069F6CAD2884FD701F1C,Kill the attackers,
F92D689C4E48B66E5C3953B08E63E738,You’ve had your time to think. What will it be? Do we have a deal or not?,
F92E45794C16FCDB724C709618AE8B98,Tell me more about this noble.,
F93063F640DE4AD2BDB57CA4F0C852E0,Structure name,
F93095D84B8472930B594680F6D550CD,I’ll gather some people.,
F931AF93454A369BE1F9FAB70D44E5AE,Bootlicking,
F931B554413257F936331799CD02D1C3,Yes.,
F931F6674F04BEC85BE74A9463ABE937,What you need to know?,
F9328DBE494301DB5EEEDB88C44DDD41,"Same thing as always… Halmayans hate the Cassians for taking their land, Falsgars guard the town but no one wants them here, and the Cassians think they own everything.",
F93610624A884C8B108079B6F3274F10,The bandit patrols have been eliminated—they won’t trouble the people of Horndean for some time. I should return to Elder Phillip Mott and update him on the situation.,
F93894A64E40AB73412023AE1EABB8BB,"Nothing, I’ll figure it out once I meet with him.",
F9405D274E4F5314FF7C40B8642A752E,"As I told you already. Halmayans hate the Cassians for taking their land, Falsgars guard the town, but no one wants them here, and the Cassians think they own everything.",
F94987AB472DE5703956399C14049626,What news do you bring from your explorations of the Lowlands?,
F94DDCA34997C0FB233009AD65DAFFA7,Take the spices from the {Npc},
F94E69E4466CD83D442483AA52CA8C07,Talk to sad woman,
F94F82EA4804F526662846B98495C7DF,Talk to {Npc}.,
F951442F479EBE4C8385978082573B82,Talk to {Npc}.,
F952A83449E35FED5FC37E9DADC2E5B5,Farewell.,
F953A11A4B79830798125C8C2DEB49AE,Construction Site,
F95649F94A5CB9FA8C1EAC97D782BAA2,"Fur, Pelt and Gold",
F9598F7E427AFFA8C906078F20FA6714,Apprentice Book - Archery,
F95AC4214AED13FF7429778B8803625A,The scout’s lookout is built. Elder Philip Mott pointed me in the direction of Sohrvey Lance who would be a good candidate to work in the lookout. I should speak with them and recruit them to work there.,
F95D13404BD11DE1BE8B55A4EA34AAC8,Can be crafted at Armourer.,
F95DB4404B641469DE01F2BCFBB0E0F2,Hello there.,
F960B8F14A1CCD3A7B4C6384A529B53E,"You see, I need help preparing Gertrude. I’m hoping to get a good deal with the farmer for her trade.",
F96173CE49F9CDC9D57D31A0830EB48E,We will speak later.,
